gene	length
SAC1_ARATH	743
SAC2_ARATH	1238
SAC3_ARATH	496
SAC3A_ARATH	683
SAC3B_ARATH	506
SAC3C_ARATH	352
SAC4_ARATH	1063
SAC6_ARATH	627
SAC7_ARATH	736
SAC8_ARATH	680
SAC9_ARATH	855
SACS_HUMAN	426
SACS_MOUSE	407
SAD2_ARATH	1522
SAD2H_ARATH	475
SAE1A_ARATH	1172
SAE2_ARATH	1070
SAG12_ARATH	840
SAG21_ARATH	764
SAG39_ORYSI	582
SAG39_ORYSJ	605
SAHH_MEDSA	307
SAHH_PHASS	448
SAHH_WHEAT	1615
SALR_PAPBR	844
SALR_PAPSO	505
SALT_ORYSI	447
SALT_ORYSJ	687
SAM50_MOUSE	1014
SAM50_XENTR	468
SAMC_XENTR	455
SAMC1_ARATH	419
SAMC2_ARATH	1135
SAMH1_DICDI	534
SAMT_CLABR	477
SAP_BOVIN	1069
SAP_HUMAN	1122
SAP1_ORYSJ	472
SAP11_ORYSJ	910
SAP16_ORYSJ	498
SAP18_ARATH	683
SAP4_ORYSJ	823
SAP8_ORYSJ	755
SAP9_ORYSJ	714
SAPK1_ORYSJ	975
SAPK2_ORYSI	1154
SAPK2_ORYSJ	577
SAPK3_ORYSJ	1186
SAPK4_ORYSJ	823
SAPK5_ORYSJ	514
SAPK6_ORYSJ	744
SAPK8_ORYSJ	951
SAPK9_ORYSJ	468
SAPKA_ORYSJ	900
SAPL1_MOUSE	688
SAR1_TOBAC	400
SAR1A_ARATH	580
SAR1A_BRACM	335
SAR1B_ARATH	369
SARED_ESCCA	716
SART3_DANRE	1340
SART3_HUMAN	1492
SAS10_DROME	417
SAS10_RAT	1226
SAT1_ORYSJ	1119
SAT2_ORYSJ	855
SAT3_ORYSJ	316
SAT4_ORYSJ	623
SAT5_ORYSJ	619
SAU32_ARATH	525
SAU36_ARATH	414
SAU39_ORYSJ	454
SAU71_ARATH	342
SBDS_MOUSE	1303
SBH1_ARATH	535
SBH2_ARATH	841
SBIR1_ARATH	535
SBNO_DROME	549
SBNO1_CHICK	642
SBNO1_HUMAN	1519
SBNO1_MOUSE	399
SBP3_ARATH	565
SBT13_ARATH	403
SBT14_ARATH	932
SBT15_ARATH	726
SBT16_ARATH	324
SBT17_ARATH	790
SBT19_ARATH	346
SBT26_ARATH	530
SBT32_ARATH	1235
SBT34_ARATH	633
SBT35_ARATH	471
SBT37_ARATH	1074
SBT39_ARATH	808
SBT3A_ARATH	390
SBT3B_ARATH	597
SBT3F_ARATH	515
SBT3G_ARATH	818
SBT3H_ARATH	399
SBT3I_ARATH	520
SBT4E_ARATH	486
SBT54_ARATH	317
SBT55_ARATH	369
SBT61_ARATH	568
SC11A_MOUSE	521
SC11C_MOUSE	763
SC11C_RAT	683
SC13A_ARATH	326
SC13B_ARATH	781
SC15A_ARATH	480
SC15B_ARATH	561
SC16B_ARATH	843
SC231_CANGA	707
SC231_SCHPO	552
SC23A_DANRE	548
SC23A_HUMAN	890
SC23A_PONAB	731
SC23B_BOVIN	716
SC24A_ARATH	904
SC24B_ARATH	799
SC24B_HUMAN	1035
SC24C_ARATH	773
SC31B_ARATH	903
SC35_ARATH	549
SC5D_TOBAC	1050
SC5D1_ARATH	673
SC61A_DICDI	814
SC61B_ARATH	461
SC61G_ORYSJ	474
SCAB1_ARATH	921
SCAI_HUMAN	738
SCAI_MOUSE	1059
SCAM1_ORYSI	1308
SCAM1_ORYSJ	1134
SCAM2_ORYSJ	886
SCAM3_ORYSJ	454
SCAM4_ORYSJ	921
SCAM5_ORYSJ	427
SCAM6_ORYSJ	420
SCAPE_HUMAN	675
SCC3_ARATH	1027
SCD1_ARATH	750
SCD2_ARATH	749
SCE1_ARATH	744
SCE3_BRANA	435
SCE3_SCHPO	336
SCKL1_ARATH	562
SCL1_ARATH	937
SCL14_ARATH	548
SCL21_ARATH	616
SCL27_ARATH	465
SCL3_ARATH	381
SCL30_ARATH	620
SCL31_ARATH	493
SCL33_ARATH	806
SCL34_ARATH	414
SCL4_ARATH	326
SCL6_ARATH	637
SCL8_ARATH	516
SCL9_ARATH	792
SCM2B_DANRE	923
SCMC1_DANRE	663
SCMC3_HUMAN	416
SCO11_ARATH	552
SCO12_ARATH	360
SCO2_ARATH	686
SCO3_ARATH	524
SCP1_ARATH	525
SCP10_ARATH	787
SCP17_ARATH	780
SCP18_ARATH	522
SCP19_ARATH	768
SCP2_ARATH	946
SCP21_ARATH	528
SCP24_ARATH	561
SCP26_ARATH	352
SCP27_ARATH	379
SCP28_ARATH	480
SCP3_ARATH	492
SCP34_ARATH	827
SCP4_ARATH	762
SCP42_ARATH	372
SCP44_ARATH	321
SCP45_ARATH	312
SCP51_ARATH	497
SCP52_ARATH	338
SCP53_ARATH	348
SCP6_ARATH	605
SCP8_ARATH	1087
SCPDL_ARATH	703
SCR_MAIZE	527
SCR_PEA	312
SCRK1_MAIZE	878
SCRK2_MAIZE	978
SCRK6_ARATH	804
SCRL1_ORYSJ	531
SCRL2_ORYSJ	1016
SCRM2_ARATH	365
SCS_SALOF	942
SCW1_SCHPO	1062
SCY1_DICDI	747
SCY2_ARATH	666
SCY2_DICDI	1899
SCYL2_HUMAN	839
SCYL2_MOUSE	1520
SD11_ARATH	382
SD113_ARATH	477
SD16_ARATH	357
SD17_ARATH	397
SD18_ARATH	931
SD22_ARATH	409
SD25_ARATH	598
SDA1_HUMAN	1926
SDAF2_ARATH	781
SDC1_ORYSJ	727
SDE2_DANRE	632
SDE2_MOUSE	870
SDE5_ARATH	1353
SDF2_ARATH	687
SDG40_ARATH	766
SDH31_ORYSJ	488
SDH32_ORYSJ	393
SDH4_ORYSJ	494
SDH5_ORYSJ	560
SDH6_ORYSJ	696
SDH7_ORYSJ	465
SDH8A_ORYSJ	594
SDHA_ORYSJ	852
SDHB1_ORYSJ	655
SDHF4_DICDI	309
SDHFA_DICDI	450
SDI1_ARATH	517
SDI2_ARATH	716
SDIR1_ARATH	680
SDL5A_SOYBN	1595
SDLCA_SOYBN	408
SDN1_ARATH	708
SDN5_ARATH	591
SDP1_ARATH	641
SDP1L_ARATH	325
SDP6_ARATH	570
SDR1_ARATH	753
SDR1_PICAB	618
SDR2B_ARATH	379
SDT_ARATH	404
SDT1_YEAST	478
SE14_ORYSJ	522
SEBP1_ARATH	1672
SEBP2_ARATH	686
SEC_ARATH	701
SEC14_ASHGO	326
SEC14_CANAL	341
SEC1A_ORYSJ	598
SEC22_ARATH	526
SEC23_ASHGO	1114
SEC23_ASPOR	858
SEC23_COCIM	486
SEC23_CRYNJ	804
SEC23_DEBHA	343
SEC23_MAGO7	473
SEC23_NEUCR	478
SEC23_USTMA	668
SEC23_YARLI	424
SEC3A_ARATH	854
SEC3B_ARATH	312
SEC5A_ARATH	1146
SEC5B_ARATH	2652
SEC6_ARATH	712
SEC62_MOUSE	1401
SEC62_PONAB	876
SEC8_ARATH	1073
SECA1_ARATH	1263
SECA2_ARATH	752
SECE1_ARATH	732
SECY_MAIZE	695
SEH1_ARATH	528
SEI2_ARATH	389
SELT_ARATH	755
SEN1_YEAST	853
SEN2_ORYSJ	381
SEP15_BOVIN	699
SEP15_PIG	467
SERA_BACSU	667
SERA1_ARATH	675
SERA2_ARATH	720
SERA3_ARATH	404
SERB1_ARATH	696
SERC_ARATH	628
SERC_SPIOL	490
SERC2_MOUSE	550
SERC3_BOVIN	418
SERC3_HUMAN	1003
SERC3_PONAB	705
SERIC_DICDI	1884
SERIC_NEMVE	792
SERK1_ARATH	1037
SERK2_ARATH	655
SERP2_MOUSE	509
SETD3_CANLF	866
SETD3_OTOGA	369
SETD3_XENTR	1931
SETD4_MOUSE	1618
SETH3_ARATH	363
SETH6_ARATH	429
SEUSS_ARATH	821
SF21_HELAN	556
SF3A1_ARATH	993
SF3A2_HUMAN	708
SF3A2_MOUSE	406
SF3A3_HUMAN	1103
SF3A3_MOUSE	507
SF3B1_HUMAN	2434
SF3B1_MOUSE	472
SF3B1_XENLA	3328
SF3B2_HUMAN	1192
SF3B3_DICDI	370
SF3B3_HUMAN	1180
SF3B3_MOUSE	1122
SF3B3_PONAB	845
SF3B4_HUMAN	724
SF3B4_RAT	441
SF3B6_ARATH	606
SF3BB_ARATH	618
SFC1_ARATH	766
SFGH_ARATH	821
SFH1_ARATH	1566
SFH12_ARATH	1556
SFH13_ARATH	406
SFH2_ARATH	1350
SFH4_ARATH	860
SFH6_ARATH	533
SFH8_ARATH	1022
SFR2_ORYSJ	789
SFSWA_HUMAN	836
SFT2_YEAST	579
SFT2B_HUMAN	553
SFT2B_MOUSE	416
SG1_ARATH	997
SGAT_ARATH	896
SGF29_HUMAN	1223
SGF29_MOUSE	350
SGGP_ARATH	650
SGPL_ORYSJ	872
SGR_ORYSI	336
SGR_ORYSJ	597
SGRL_ORYSJ	657
SGS3_MAIZE	663
SGS3_ORYSJ	463
SGSM1_HUMAN	1051
SGT1_ORYSJ	1415
SGT3_SOYBN	433
SGTB_MOUSE	1116
SGTB_RAT	1028
SH3P1_ARATH	802
SH3P2_ARATH	1136
SH3P3_ARATH	606
SH3Y1_XENLA	351
SHGR2_ARATH	921
SHGR6_ARATH	547
SHH1_ARATH	321
SHH2_ARATH	721
SHKA_DICDI	384
SHL_ARATH	550
SHL2_ORYSJ	574
SHOC2_DANRE	460
SHPRH_HUMAN	735
SHPRH_MOUSE	986
SHT_ARATH	598
SIB1_ARATH	378
SIGA_ARATH	961
SIGA_CLOAB	370
SIGB_ARATH	769
SIGC_ARATH	374
SIGE_ARATH	1174
SIGF_ARATH	1718
SILD_FORIN	750
SINA2_ARATH	812
SINA3_ARATH	829
SINA4_ARATH	452
SINA5_ARATH	704
SIP1_ORYSJ	425
SIP11_MAIZE	707
SIP12_MAIZE	1049
SIP2_ORYSJ	1007
SIP21_MAIZE	430
SIP5_VANPO	877
SIPL1_ORYSJ	1003
SIPL2_ORYSJ	1074
SIPL4_ORYSJ	802
SIPL5_ORYSJ	820
SIR_MAIZE	1166
SIR1_ORYSI	673
SIR4_ARATH	879
SIRB_ARATH	661
SIS3_ARATH	552
SIZ1_ORYSJ	1287
SIZ2_ORYSJ	591
SK1_ORYSJ	472
SK2_ORYSJ	539
SKA1_MAIZE	424
SKI11_ARATH	1442
SKI14_ARATH	1562
SKI15_ARATH	503
SKI16_ARATH	764
SKI2_ARATH	978
SKI20_ARATH	314
SKI22_ARATH	530
SKI24_ARATH	1320
SKI25_ARATH	436
SKI28_ARATH	906
SKI3_ARATH	529
SKI30_ARATH	945
SKI31_ARATH	1154
SKI32_ARATH	535
SKI35_ARATH	832
SKIP_ARATH	908
SKIP1_ARATH	480
SKIP2_ARATH	361
SKIP4_ARATH	1025
SKIP5_ARATH	607
SKIP8_ARATH	440
SKL1_ARATH	862
SKL2_ARATH	416
SKP1A_ARATH	697
SKP1B_ARATH	680
SKP2A_ARATH	752
SL11_ORYSJ	847
SL30A_ARATH	750
SLAC1_ARATH	916
SLAH2_ARATH	362
SLAH3_ARATH	785
SLD1_BOROF	370
SLD2_ARATH	1721
SLD5_DICDI	909
SLK2_ARATH	1079
SLK3_ARATH	560
SLMH_HYDIT	1208
SLMO_DICDI	607
SLN1_HORVU	482
SLPI_SCHPO	494
SLSG0_BRAOA	454
SLSG2_BRAOA	416
SLSG3_BRAOL	446
SLSG6_BRAOL	461
SLU7_ORYSJ	1167
SLU7A_ARATH	326
SLX1_SCHPO	420
SLX12_TRYCC	1082
SLY1_ARATH	372
SLY1_ORYSJ	578
SM3L2_ARATH	348
SM3L3_ARATH	322
SMB_ARATH	329
SMBP2_HUMAN	1306
SMBP2_MESAU	899
SMBP2_MOUSE	1148
SMBP2_RAT	1444
SMC1_ARATH	1241
SMC21_ARATH	442
SMC22_ARATH	800
SMC3_ARATH	1573
SMC4_ARATH	930
SMC5_ARATH	552
SMC6A_ARATH	357
SMC6B_ARATH	798
SMD1_MOUSE	607
SMD1_SCHPO	452
SMD2_CAEEL	652
SMD2_DICDI	375
SMD2_DROME	584
SMD3B_ARATH	455
SMEK_DICDI	401
SMG1_HUMAN	536
SMG7_ARATH	1366
SMG8_XENTR	374
SMG9_RAT	609
SMH2_MAIZE	913
SMH3_MAIZE	507
SMH4_MAIZE	742
SMH5_MAIZE	393
SMH6_MAIZE	761
SMO11_ARATH	863
SMO12_ARATH	774
SMO21_ARATH	440
SMO22_ARATH	548
SMST_SANMU	475
SMT1_ORYSJ	659
SMT2_ORYSJ	880
SMU1_ARATH	642
SMU1_CHICK	1265
SMU2_ARATH	772
SNAA_SOLTU	1123
SNAA_VITVI	799
SNAG_ARATH	571
SNC1_ARATH	577
SND1_BOVIN	765
SND1_DANRE	1579
SND1_HUMAN	1443
SND1_RAT	1071
SNF12_ARATH	581
SNF4_ARATH	1201
SNL1_ARATH	492
SNL2_ARATH	628
SNL3_ARATH	1063
SNL4_ARATH	1179
SNM1_ARATH	408
SNP33_ARATH	536
SNR27_MOUSE	465
SNR40_BOVIN	936
SNR40_HUMAN	555
SNR40_PONAB	311
SNUT2_HUMAN	722
SNUT2_MOUSE	864
SNX1_ARATH	898
SNX13_HUMAN	988
SNX13_MOUSE	818
SNX16_HUMAN	1294
SNX16_MOUSE	623
SNX29_MOUSE	548
SNX2A_ARATH	935
SNX2B_ARATH	904
SOC1_ARATH	1010
SODC2_MAIZE	428
SODC2_MESCR	592
SODC4_MAIZE	675
SODCP_ORYSJ	863
SODF1_ORYSJ	334
SODF2_ORYSJ	560
SODM1_MAIZE	1040
SODM4_MAIZE	641
SOL1_ARATH	875
SORCN_SCHJA	477
SOT1_ARATH	451
SOT10_ARATH	563
SOT16_ARATH	671
SOT17_ARATH	682
SOT3_ARATH	845
SOT5_ARATH	681
SOT9_ARATH	572
SOX_ARATH	349
SP1L1_ARATH	771
SP1L1_ORYSJ	537
SP1L2_ORYSJ	582
SP1L3_ORYSJ	502
SP201_HUMAN	824
SP2L_ARATH	372
SPA_SOLLC	765
SPA1_ARATH	1370
SPA2_ARATH	1498
SPA3_ARATH	1453
SPA4_ARATH	717
SPAG1_DANRE	665
SPAG1_RAT	398
SPAST_CHICK	914
SPAST_XENLA	923
SPAST_XENTR	311
SPB1_DICDI	879
SPB1_RAT	442
SPC3A_ARATH	500
SPC3B_ARATH	724
SPCS1_ARATH	426
SPCS2_ARATH	558
SPD1_ORYSJ	786
SPE1_ORYSJ	727
SPF27_ARATH	586
SPF30_DANRE	1084
SPF30_XENTR	1332
SPG20_HUMAN	859
SPG20_MOUSE	950
SPG21_DANRE	810
SPG21_RAT	354
SPG21_XENLA	312
SPHK1_ARATH	649
SPHK2_ARATH	506
SPIN1_ORYSJ	690
SPK1_ARATH	401
SPKUL_DICDI	392
SPL1_ORYSJ	713
SPL11_ORYSJ	602
SPL15_ORYSJ	742
SPL3_ORYSJ	352
SPL4_ORYSJ	708
SPL6_ORYSJ	924
SPL9_ORYSJ	839
SPLA_DICDI	1107
SPLB_DICDI	390
SPN1_CHICK	589
SPNS2_ARATH	748
SPNS3_ARATH	638
SPO11_ORYSJ	323
SPOP_XENTR	417
SPP1_MAIZE	1083
SPP1_ORYSJ	442
SPPA1_ARATH	926
SPR1_ARATH	593
SPS1_ORYSJ	963
SPS2_ORYSJ	746
SPS3_ORYSJ	924
SPSA_MAIZE	1178
SPSA2_ORYSJ	950
SPSA3_ARATH	691
SPSA3_ORYSJ	891
SPSA4_ARATH	1345
SPSA4_ORYSJ	946
SPSA5_ORYSJ	1057
SPSY_ARATH	875
SPT16_MAIZE	1216
SPT20_HUMAN	1061
SPT41_ARATH	632
SPT51_ARATH	1582
SPT6H_DROME	766
SPT6H_HUMAN	3367
SPUE_PSEAE	870
SPX1_ORYSI	339
SPX1_ORYSJ	675
SPX4_ORYSJ	729
SPXM1_ORYSJ	1259
SPXM2_ORYSJ	1051
SPXM3_ORYSJ	1691
SPXS1_DICDI	355
SPXS3_DICDI	431
SPY_EUSER	393
SPY_HORVU	1795
SPY_ORYSJ	572
SPY_SOLLC	439
SPZ2B_WHEAT	307
SPZX_HORVU	535
SPZXA_ORYSJ	513
SQD1_ARATH	552
SQD1_SPIOL	1408
SQD2_ARATH	667
SQS1_YARLI	717
SR140_MOUSE	3284
SR140_PONAB	1522
SR30_ARATH	766
SR34_ARATH	1108
SR43C_ORYSJ	741
SR45_ARATH	910
SR45A_ARATH	1087
SR542_HORVU	1024
SR542_SOLLC	1134
SR54C_ARATH	1035
SRAC1_BOVIN	751
SRAC1_MOUSE	339
SRC2_SOYBN	445
SRC28_ARATH	685
SRC30_ARATH	794
SRC33_ARATH	903
SRD2_ARATH	575
SRF1_ARATH	368
SRF3_ARATH	440
SRF6_ARATH	746
SRF7_ARATH	723
SRF8_ARATH	577
SRFR1_ARATH	1207
SRG1_ARATH	682
SRK_ARATH	409
SRO1_ARATH	1499
SRO3_ARATH	608
SRP_VITRI	1032
SRP09_MAIZE	608
SRP14_ORYSJ	438
SRP19_ORYSJ	938
SRP68_CANLF	1250
SRP68_MOUSE	558
SRP72_CANLF	1328
SRP72_DICDI	518
SRPK_PHYPO	791
SRPK1_HUMAN	585
SRPK1_MOUSE	547
SRPK1_PONAB	384
SRPR_DICDI	882
SRPR_DROME	1710
SRPRB_MOUSE	592
SRR_ORYSJ	740
SRR1_ARATH	321
SRRM1_CHICK	1177
SRRT_ARATH	883
SRS1_ORYSJ	850
SRS31_ARATH	639
SRS41_ARATH	423
SRX_ARATH	679
SSB_RHOBA	579
SSBP_ARATH	371
SSC14_ARATH	1658
SSDH_ORYSJ	988
SSG1B_HORVU	1528
SSL10_ARATH	680
SSL11_ARATH	319
SSL13_ARATH	1186
SSL3_ARATH	945
SSL4_ARATH	1333
SSL5_ARATH	508
SSRA_ARATH	725
SSRB_CANLF	759
SSRB_MOUSE	452
SSRP1_MAIZE	1322
SST_FESAR	461
SSU72_CHICK	418
SSUH2_HUMAN	1034
SSUH2_MOUSE	531
SSY1_WHEAT	1921
SSY21_ORYSJ	604
SSY22_ORYSJ	919
SSY23_ORYSJ	381
SSY3_SOLTU	1813
SSY4_ARATH	1276
ST38L_HUMAN	320
ST7R_ARATH	982
STA_RICCO	740
STA1_ARATH	573
STAD2_ORYSJ	636
STAD5_ORYSJ	794
STAR1_ORYSJ	797
STAR2_ORYSJ	587
STAR7_HUMAN	904
STAR7_MOUSE	1523
STB5L_HUMAN	1124
STC_RICCO	884
STE20_TALMA	1945
STE23_YEAST	439
STEP1_ARATH	431
STEP2_ARATH	929
STI1_SCHPO	392
STIP1_ARATH	1173
STIP1_CAEEL	545
STIP1_DICDI	712
STIP2_ARATH	528
STK16_HUMAN	1092
STK16_MOUSE	569
STK16_RAT	319
STK19_HUMAN	966
STK19_MOUSE	390
STK38_PONAB	1187
STLP1_ORYSI	479
STLP1_ORYSJ	374
STLP2_ARATH	858
STLP5_ORYSJ	588
STML2_HUMAN	1068
STML2_MOUSE	618
STN8_ARATH	719
STOP1_ARATH	614
STOP1_ORYSJ	977
STORR_PAPSO	458
STP1_ARATH	311
STP12_ARATH	301
STP13_ARATH	721
STP14_ARATH	378
STP4_ARATH	502
STP5_ARATH	334
STP7_ARATH	579
STR1_ARATH	644
STR10_ARATH	914
STR11_ARATH	570
STR12_ARATH	670
STR14_ARATH	871
STR15_ARATH	645
STR4_ARATH	977
STR4A_ARATH	484
STR6_ARATH	548
STR7_ARATH	586
STR8_ARATH	742
STR9_ARATH	977
STRAP_DICDI	1301
STRUM_DICDI	679
STRUM_PONAB	520
STRUM_XENTR	317
STT3A_ARATH	2336
STT3A_ORYSJ	654
STT3B_ORYSJ	723
STT7_ARATH	1488
STXB5_HUMAN	671
STXB5_MOUSE	1242
STY17_ARATH	723
STY46_ARATH	882
STY8_ARATH	1018
SUB_ARATH	435
SUCA_ORYSJ	623
SUCB_ORYSJ	885
SUCD_METS5	525
SUD1_ARATH	783
SUF4_ARATH	960
SUFE1_ARATH	771
SUGP1_ARATH	898
SUI1_MAIZE	747
SUI1_ORYSJ	643
SUI1_SALBA	379
SUI1_SPOST	391
SUIS_RABIT	636
SUMO1_ORYSJ	564
SUMT_BACSU	364
SUN1_ARATH	454
SUN2_ARATH	417
SUOX_ARATH	894
SUR1_ARATH	597
SURE_SULSY	873
SURF1_ARATH	303
SUS1_ARATH	701
SUS1_MAIZE	1213
SUS2_MAIZE	538
SUS4_ORYSJ	517
SUS5_ORYSJ	321
SUS7_ORYSJ	541
SUT1_ORYSJ	1661
SUT1_STYHA	633
SUT12_ARATH	499
SUT13_ARATH	742
SUT2_ORYSI	470
SUT2_ORYSJ	1649
SUT2_STYHA	1566
SUT21_ARATH	934
SUT22_ARATH	536
SUT3_STYHA	926
SUT31_ARATH	664
SUT33_ARATH	1151
SUT34_ARATH	354
SUT35_ARATH	521
SUT4_ORYSJ	498
SUT41_ARATH	494
SUT42_ARATH	419
SUVH1_ARATH	720
SUVH1_TOBAC	1091
SUVH3_ARATH	1026
SUVH5_ARATH	498
SUVH6_ARATH	457
SUVH9_ARATH	1296
SUVR1_ARATH	354
SUVR2_ARATH	353
SUVR4_ARATH	582
SUVR5_ARATH	1303
SVKA_DICDI	547
SWA1_ARATH	384
SWC2_ARATH	701
SWC4_ARATH	754
SWC6_ARATH	327
SWET4_ORYSJ	346
SWI3A_ARATH	520
SWI3B_ARATH	773
SWI3C_ARATH	596
SWI3D_ARATH	643
SWT13_ORYSJ	1208
SWT17_ARATH	1180
SWT1A_SORBI	335
SWT1B_ORYSI	1275
SWT2A_SORBI	478
SWT2B_ORYSJ	665
SWT3A_ORYSJ	914
SWT6A_ORYSJ	532
SY121_ARATH	380
SY131_ARATH	616
SY132_ARATH	525
SYA_ARATH	2118
SYAP_SORBI	1558
SYCC2_ARATH	404
SYCM_ARATH	1071
SYD_ARATH	1153
SYDC1_ARATH	334
SYDC2_ARATH	949
SYDM_ARATH	816
SYE_HORVU	1060
SYEC_ARATH	645
SYF1_CRYNJ	1127
SYF1_MOUSE	1156
SYF1_SCHPO	436
SYF2_DANRE	974
SYF2_XENTR	1074
SYFA_ARATH	985
SYFB_ARATH	831
SYFM_ARATH	623
SYGM1_ARATH	754
SYGM2_ARATH	683
SYHC_ORYSJ	674
SYHM_ARATH	1075
SYIC_ARATH	1411
SYIM_ARATH	1365
SYK_ORYSJ	987
SYKM_ARATH	823
SYL_GEOSW	1011
SYLC_ARATH	626
SYLM_ARATH	967
SYM_ORYSJ	886
SYM1_NEUCR	341
SYM1_YARLI	602
SYMC_ARATH	916
SYMM_ARATH	723
SYMPK_HUMAN	926
SYMPK_MOUSE	1758
SYNC1_ARATH	1584
SYNC3_ARATH	525
SYNO_ARATH	1225
SYP22_ARATH	718
SYP23_ARATH	534
SYP32_ARATH	706
SYP41_ARATH	327
SYP43_ARATH	576
SYP51_ARATH	606
SYP52_ARATH	419
SYP61_ARATH	696
SYP71_ARATH	806
SYP81_ARATH	871
SYPC_ARATH	1404
SYPM_ARATH	880
SYQ_ARATH	306
SYQ_LUPLU	900
SYRM_ARATH	1504
SYS_HELAN	1155
SYS1_DICDI	718
SYS1_NEMVE	563
SYSM_ARATH	623
SYT1_ARATH	957
SYT2_ARATH	1128
SYT3_ARATH	522
SYT4_ARATH	660
SYT5_ARATH	1653
SYTM1_ARATH	1521
SYTM2_ARATH	1773
SYVM1_ARATH	2102
SYVM2_ARATH	1485
SYWC_ARATH	814
SYWM_ARATH	519
SYYC_BOVIN	653
SYYC_RAT	618
SYYC1_ARATH	589
SYYC2_ARATH	422
SYYM_ARATH	637
T112B_ARATH	465
T11L1_MOUSE	2462
T120B_BOVIN	1040
T131L_BOVIN	818
T131L_HUMAN	1796
T1841_DICDI	412
T1843_DICDI	742
T184A_HUMAN	496
T184A_RAT	782
T184C_PONAB	1321
T184C_XENLA	984
T214A_XENLA	1304
T2AG_ORYSJ	527
T2EA_YEAST	1393
T2EB_SCHPO	868
T2FA_ARATH	980
T2FB_SCHPO	716
T2FB_XENLA	327
T5AT_TAXCU	310
T5AT_TAXWC	422
T5H_TAXCU	647
TA14B_ARATH	775
TA15B_ARATH	1079
TAA1_ARATH	352
TAAC_ARATH	384
TADA_ARATH	517
TADA2_ORYSJ	1422
TAF1_ORYSJ	696
TAF1_TOBAC	364
TAF10_ARATH	675
TAF11_ARATH	584
TAF12_ARATH	466
TAF13_ARATH	486
TAF15_ARATH	929
TAF1B_ORYSJ	579
TAF2_ARATH	1091
TAF3_MOUSE	561
TAF3_XENLA	760
TAF4B_ARATH	1363
TAF5_ARATH	1297
TAF5L_MOUSE	422
TAF6_ARATH	1386
TAF7_ARATH	525
TAF8_ARATH	521
TAF9_ARATH	578
TAFCL_ARATH	1269
TAL_FRAAA	939
TAL_HAES1	446
TAL_HISS2	1311
TAL_NEIMB	609
TAL_PROM1	673
TAL_RENSM	1649
TAM41_DANRE	449
TAO1_ARATH	610
TAO3_YEAST	599
TAP46_ARATH	928
TAR1_ARATH	584
TAR1_KLULA	1574
TAR2_ARATH	500
TAR3_ARATH	387
TARB1_HUMAN	339
TAS_SHIFL	998
TASP1_ARATH	351
TAT2_ARATH	748
TATA_MAIZE	522
TATB_MAIZE	736
TATC_MAIZE	1062
TATD1_HUMAN	449
TATD1_XENLA	808
TAZ_DROME	359
TB22B_MACFA	606
TBA_PRUDU	423
TBA1_ARATH	332
TBA1_ELEIN	600
TBA1_HORVU	941
TBA2_ANEPH	335
TBA2_ELEIN	703
TBA2_GOSHI	345
TBA3_MAIZE	908
TBA4_GOSHI	387
TBA5_MAIZE	852
TBA6_MAIZE	547
TBB_HORVU	468
TBB_LYMST	389
TBB1_AVESA	424
TBB1_DAUCA	440
TBB1_ELEIN	500
TBB2_ELEIN	456
TBB2_WHEAT	651
TBB3_ORYSJ	876
TBB3_SOYBN	561
TBB3_WHEAT	448
TBB4_WHEAT	377
TBB5_MAIZE	714
TBB5_WHEAT	312
TBB7_MAIZE	944
TBB7_ORYSJ	453
TBB8_MAIZE	712
TBB8_ORYSJ	312
TBC13_HUMAN	663
TBC13_MOUSE	637
TBC15_HUMAN	878
TBC15_MOUSE	998
TBC16_HUMAN	873
TBC17_MOUSE	694
TBC5A_DICDI	1995
TBC8B_DANRE	2251
TBCA_ARATH	460
TBCB_ARATH	536
TBCC_ARATH	480
TBCC1_BOVIN	783
TBCC1_CHICK	740
TBCC1_HUMAN	816
TBCD_ARATH	320
TBCD5_HUMAN	796
TBCD5_MOUSE	752
TBCD8_MOUSE	1729
TBCD9_MOUSE	1976
TBCE_ARATH	376
TBG1_MAIZE	308
TBG2_MAIZE	346
TBG3_MAIZE	470
TBL1_ARATH	427
TBL10_ARATH	1266
TBL11_ARATH	1265
TBL14_ARATH	370
TBL16_ARATH	775
TBL17_ARATH	754
TBL18_ARATH	513
TBL19_ARATH	451
TBL1R_MOUSE	988
TBL2_HUMAN	949
TBL25_ARATH	556
TBL26_ARATH	996
TBL27_ARATH	317
TBL28_ARATH	316
TBL29_ARATH	550
TBL3_MOUSE	730
TBL3_RAT	335
TBL32_ARATH	450
TBL33_ARATH	813
TBL34_ARATH	1052
TBL37_ARATH	448
TBL38_ARATH	502
TBL7_ARATH	465
TBP1_ORYSJ	812
TBP2_MAIZE	919
TBP2_ORYSJ	560
TBR_ARATH	575
TC10A_ARATH	474
TC120_ARATH	424
TC132_ARATH	356
TC159_ARATH	987
TCD_SCHPO	308
TCD2_YEAST	588
TCEA1_TULGE	581
TCEA2_TULGE	385
TCEB2_TULGE	774
TCEB3_TULGE	744
TCEB4_TULGE	644
TCF25_HUMAN	1138
TCF25_MOUSE	377
TCHQD_ARATH	356
TCMO_ARATH	652
TCMO_CATRO	576
TCMO_GLYEC	1182
TCMO_HELTU	1118
TCMO_PETCR	614
TCMO_SOYBN	379
TCMO_ZINVI	1340
TCP13_ARATH	470
TCP15_ARATH	564
