group	ange-pval	ange-count	ange-count	sorgh-pval	sorgh-count	sorgh-count
UBP22_ARATH	0.449339842	1	1	0.910332997	1	1
UBP23_ARATH	0.14239745	8	8	0.347043515	3	3
UBP24_ARATH	0.495045077	4	4	0.10352271	3	3
UBP25_ARATH	0.008372577	15	15	0.36456744	3	3
UBP26_ORYSI	0.718972446	3	3	0.498029038	3	3
UBP26_ORYSJ	0.471524384	7	7	0.522428588	2	2
UBP3_ARATH	0.284899934	6	6	0.191182137	4	4
UBP4_ARATH	0.270136007	5	5	0.389491026	2	2
UBP5_ARATH	0.155707471	5	5	0.188862244	4	4
UBP54_RAT	0.74886406	2	2	0.992552439	1	1
UBP6_ARATH	0.525225269	2	2	0.681911696	1	1
UBP7_ARATH	0.47073073	2	2	0.633962461	1	1
UBP8_ARATH	0.106615101	6	6	0.345277855	6	6
UBP9_ARATH	0.279300031	4	4	0.27312901	3	3
UBQ11_ARATH	0.178537284	10	10	0.378555289	4	4
UBR7_HUMAN	0.670418229	2	2	0.770016991	2	2
UBTD1_DANRE	0.4438576	1	1	0.933363121	1	1
UBTD1_XENTR	0.062300802	1	1	NA	NA	NA
UBTD2_DANRE	0.212003607	6	6	0.430802445	3	3
UBXN6_HUMAN	0.261233878	4	4	0.380474194	2	2
UCH1_ARATH	0.133618236	4	4	0.025062337	3	3
UCH2_ARATH	0.084028605	6	6	0.739335863	1	1
UCH3_ARATH	0.487324279	3	3	0.470659099	3	3
UCKC_DICDI	0.637250946	4	4	0.503469684	6	6
UCPB_DICDI	0.208277864	4	4	NA	NA	NA
UCR11_SOLTU	0.598282251	3	3	0.550041237	1	1
UCRI_MAIZE	0.411097742	8	8	0.464270137	4	4
UCRIA_ORYSJ	0.628037066	5	5	0.643916744	4	4
UEV1A_ARATH	0.621863065	2	2	0.127962302	1	1
UEV1B_ARATH	1	1	1	NA	NA	NA
UEV1C_ARATH	0.414618456	8	8	0.432992187	6	6
UFAA1_MYCTU	0.915030377	2	2	0.72914995	1	1
UFC_ARATH	0.916818341	1	1	NA	NA	NA
UFC1_ORYSJ	0.218246568	2	2	0.231358052	2	2
UFD1_DICDI	0.460649123	7	7	0.408215208	2	2
UFD1_HUMAN	0.661687322	1	1	0.176771722	2	2
UFD1_RAT	0.048289553	3	3	0.12029052	2	2
UFL1_ORYSJ	0.269543696	5	5	0.500756714	4	4
UFM1_ORYSJ	0.206809018	3	3	0.280730502	5	5
UFOG1_MAIZE	0.396013689	1	1	0.659321988	1	1
UFOG4_MANES	0.454953785	2	2	NA	NA	NA
UFOG7_FRAAN	0.824025504	1	1	NA	NA	NA
UFSP_ORYSJ	0.07198476	3	3	0.344223698	4	4
UGAL1_ARATH	0.266563166	4	4	0.411686304	2	2
UGAL2_ARATH	0.230822394	10	10	0.008875764	10	10
UGDH1_SOYBN	0.176730003	1	1	0.67068867	1	1
UGDH2_ARATH	0.176688583	1	1	NA	NA	NA
UGDH3_ORYSJ	0.091003886	1	1	NA	NA	NA
UGDH4_ORYSJ	0.539549296	1	1	0.264094516	2	2
UGDH5_ORYSJ	0.112345507	4	4	0.195623466	2	2
UGE1_ORYSJ	0.274946954	4	4	0.185078825	3	3
UGE2_ORYSJ	0.079212356	6	6	0.486063228	2	2
UGE3_ORYSJ	0.6813954	1	1	0.505554288	1	1
UGGG_ARATH	0.323145567	5	5	0.007108946	9	9
UGHY_ORYSJ	0.123194185	5	5	0.191938513	9	9
UGPA_HORVU	0.311452346	2	2	0.000171068	5	5
UGPA_SOLTU	0.414806122	1	1	NA	NA	NA
UGPI6_ARATH	0.595803768	4	4	0.27701274	3	3
UGT_FRAAN	0.629278172	2	2	0.780958182	2	2
UGT1_GARJA	0.062858382	8	8	0.118722345	10	10
UGT2_GARJA	0.019548134	14	14	0.162953933	7	7
UGT6_CATRO	0.285298095	3	3	0.253548968	8	8
UGT7_CATRO	0.916623604	1	1	0.127004161	1	1
UGT8_CATRO	0.660527388	6	6	0.210016765	3	3
UKL1_ARATH	0.079167274	4	4	0.84544926	2	2
UKL2_ARATH	0.112083936	10	10	0.180747223	7	7
UKL3_ARATH	0.844903256	2	2	0.884878086	1	1
ULA1_ARATH	0.052897461	6	6	0.209052311	6	6
ULP1A_ARATH	0.752392819	1	1	0.492126448	2	2
ULP1B_ARATH	0.249642191	1	1	NA	NA	NA
ULP1C_ARATH	1	1	1	NA	NA	NA
ULP1D_ARATH	0.43267425	3	3	0.48360671	2	2
ULP2B_ARATH	0.539510192	5	5	0.557667359	2	2
UMP2_ARATH	0.535070973	5	5	0.359089185	3	3
UMPS1_ORYSJ	0.452114846	3	3	0.780813819	2	2
UN932_ARATH	0.21835313	11	11	0.491190921	10	10
UN933_ARATH	0.151503607	10	10	0.224335458	3	3
UNC50_DICDI	0.897775543	2	2	NA	NA	NA
UNE10_ARATH	0.806004286	3	3	0.094996151	7	7
UNE12_ARATH	0.119996489	4	4	0.283490695	2	2
UP12_ORYSJ	0.487321055	5	5	0.572280574	4	4
UPL1_ARATH	0.214625275	18	18	7.62E-13	28	28
UPL2_ARATH	0.035466684	14	14	0.032050738	13	13
UPL3_ARATH	0.366998101	20	20	0.098103291	21	21
UPL4_ARATH	0.096363254	10	10	0.429101845	5	5
UPL5_ARATH	0.815869918	1	1	0.752663382	3	3
UPL6_ARATH	0.190588455	8	8	0.429110078	8	8
UPL7_ARATH	0.286580981	3	3	0.345353653	1	1
UPP_ARATH	0.455151509	3	3	0.694645804	1	1
UPP_TOBAC	0.536843519	2	2	NA	NA	NA
UPS1_ARATH	0.181917551	3	3	0.522550639	1	1
UPS2_ARATH	0.329064753	7	7	0.328046372	5	5
UPS3_ARATH	1	1	1	NA	NA	NA
UPS4_ARATH	1	1	1	NA	NA	NA
UPS5_ARATH	0.358881215	1	1	0.736828708	1	1
UPSA3_VIGUN	0.120134558	2	2	0.457436665	1	1
UPTG_MAIZE	0.572968732	2	2	0.794315162	2	2
UQCC1_XENLA	0.238612165	4	4	0.33476977	2	2
UREA_ORYSI	0.426964981	2	2	1	1	1
UREA_ORYSJ	0.07196874	2	2	0.035995006	3	3
URH1_ORYSJ	0.15692884	4	4	0.110766921	4	4
URH2_ARATH	0.76942927	2	2	0.411649099	2	2
URH2_ORYSJ	0.386915779	5	5	0.190184647	5	5
URIC2_CANLI	1	1	1	NA	NA	NA
URIC2_SOYBN	0.519002676	2	2	0.298040576	2	2
URM1_MAIZE	0.202874619	2	2	0.706420165	1	1
URT1_ARATH	0.943860615	1	1	0.692352266	4	4
URT1_FRAAN	0.17317761	5	5	0.000139539	5	5
USB1_DANRE	0.940897674	1	1	NA	NA	NA
USF_AQUPY	0.965115604	1	1	0.604371786	3	3
USH1G_HUMAN	0.46693744	1	1	0.45006386	4	4
USP_CUCME	0.862145461	1	1	0.959771181	1	1
USP_ORYSI	0.048914219	4	4	0.084011934	3	3
USPAL_ARATH	0.021163892	13	13	5.52E-07	11	11
UTP11_ORYSJ	0.507063978	1	1	0.734136497	3	3
UTP14_YEAST	0.711108406	1	1	0.905026834	2	2
UTP18_ARATH	0.010155604	6	6	0.2414643	2	2
UTP20_HUMAN	0.462965925	3	3	0.371439023	3	3
UTP20_MOUSE	0.972136758	1	1	0.849598532	2	2
UTP20_YEAST	0.102879364	3	3	0.29522761	1	1
UTP23_HUMAN	0.890524527	1	1	NA	NA	NA
UTP25_AJEDS	0.539465527	1	1	NA	NA	NA
UTP4_YEAST	0.402908952	2	2	NA	NA	NA
UTP6_SCHPO	1	1	1	0.429831262	1	1
UTP7_SCHPO	0.866228264	1	1	0.751655125	1	1
UTR3_ARATH	0.35720753	2	2	0.195815888	1	1
UTR5_ARATH	1	1	1	0.574280322	3	3
UTR5B_ARATH	0.790295138	1	1	NA	NA	NA
UVB31_ARATH	0.41237992	8	8	0.582969273	9	9
UVH3_ARATH	0.752079435	2	2	NA	NA	NA
UVR3_ORYSJ	0.081776265	11	11	0.123351881	7	7
UVR8_ARATH	0.074320795	19	19	0.086865436	15	15
UVRAG_MOUSE	0.382202871	1	1	NA	NA	NA
UVSSA_ARATH	0.253639609	3	3	0.969389183	1	1
UXS1_ARATH	0.28501199	7	7	0.18971311	3	3
UXS2_ARATH	0.97569167	1	1	0.806085279	1	1
UXS4_ARATH	0.284134436	10	10	0.129229579	3	3
UXS6_ARATH	0.14731752	2	2	0.697943645	1	1
UXT_DICDI	0.43756003	2	2	0.618696197	1	1
V246_FOWPN	0.823818461	1	1	0.239538841	2	2
VA0D_ORYSJ	0.332489802	4	4	0.230973941	5	5
VA0E1_ARATH	0.137488932	5	5	0.28366765	2	2
VA711_ARATH	0.253422951	2	2	0.228827889	3	3
VA713_ARATH	0.275537999	2	2	0.317653185	1	1
VA714_ARATH	0.474439237	1	1	1	1	1
VA721_ARATH	0.354581887	3	3	0.225928606	3	3
VA724_ARATH	0.79809324	1	1	0.572540325	1	1
VA725_ARATH	1.03E-05	2	2	0.601484794	5	5
VA727_ARATH	0.368881958	4	4	0.037577132	4	4
VAB_ARATH	0.491592569	1	1	NA	NA	NA
VAC14_ARATH	0.466001516	3	3	0.970545826	1	1
VAC8_CANGA	0.951815232	1	1	NA	NA	NA
VAD1_ARATH	0.258536701	3	3	0.031965158	7	7
VAP11_ARATH	0.005255344	10	10	0.431682704	7	7
VAP12_ARATH	0.10540542	10	10	0.269850976	8	8
VAP13_ARATH	0.26111236	4	4	0.662637425	2	2
VAP14_ARATH	0.760307597	1	1	NA	NA	NA
VAP21_ARATH	0.290926616	3	3	0.277670886	1	1
VAP22_ARATH	0.309446034	2	2	0.083002705	7	7
VAP31_ARATH	0.209383111	8	8	NA	NA	NA
VAP41_ARATH	0.361148685	4	4	0.696707086	1	1
VAP42_ARATH	1	2	2	0.462694129	2	2
VAR3_ARATH	0.433902029	4	4	0.051244209	7	7
VATA_DAUCA	0.796186184	2	2	0.892210886	2	2
VATA_MAIZE	0.340247491	8	8	0.006867052	13	13
VATB1_HORVU	0.460994801	7	7	0.024755198	5	5
VATB2_HORVU	0.508933459	1	1	0.853223103	1	1
VATC_ARATH	0.019051829	6	6	0.430919238	8	8
VATC_HORVU	0.164873276	10	10	1	1	1
VATD_ARATH	0.489701305	4	4	0.630591948	3	3
VATE_CITLI	0.528431617	3	3	0.058827908	4	4
VATF_ARATH	5.98E-14	7	7	0.003149391	6	6
VATG_CITLI	0.001834826	3	3	0.202084533	2	2
VATG1_TOBAC	0.243658007	2	2	0.217388196	1	1
VATH_ORYSJ	0.071535373	5	5	0.01308152	15	15
VATL_AVESA	0.649408375	3	3	0.265900034	2	2
VATL_GOSHI	0.936651256	1	1	0.357770278	1	1
VATL_KALDA	1	1	1	NA	NA	NA
VATL_ORYSJ	0.349577675	4	4	0.025081977	6	6
VATO1_ARATH	0.440992989	1	1	NA	NA	NA
VATO2_ARATH	0.594717113	1	1	0.48416974	3	3
VBF_ARATH	0.357340789	2	2	0.789574053	1	1
VCL1_ARATH	0.150949011	7	7	0.648159999	6	6
VCR_ARATH	0.563643292	2	2	0.136310832	4	4
VCS_ARATH	0.994082828	2	2	0.603318023	3	3
VDAC_MAIZE	0.671847303	1	1	0.280348926	1	1
VDAC1_ORYSJ	0.588094132	2	2	0.414195326	3	3
VDAC2_ORYSJ	0.253086472	6	6	0.42397273	5	5
VDAC5_ORYSJ	0.84969423	2	2	0.923566822	1	1
VDAC6_ORYSJ	0.431878595	1	1	0.824601395	2	2
VDE_ARATH	0.492806167	2	2	0.70429756	2	2
VDE_SPIOL	0.473542447	2	2	NA	NA	NA
VDE_TOBAC	0.828374503	2	2	1	1	1
VDLC_HELPY	0.882187232	1	1	NA	NA	NA
VESTR_MEDSA	0.752559364	1	1	NA	NA	NA
VGA_BPS13	0.49201185	1	1	0.47781387	11	11
VHAA1_ARATH	0.104161938	5	5	0.25322904	2	2
VHAA2_ARATH	0.377610575	3	3	0.509209375	5	5
VHAA3_ARATH	0.745479988	4	4	0.237811504	3	3
VIAF1_DROME	0.736852416	2	2	0.538915053	2	2
VICTR_ARATH	0.470944894	1	1	NA	NA	NA
VIL1_ARATH	0.291238516	7	7	0.332785243	6	6
VIL2_ARATH	0.413994556	9	9	0.232220241	6	6
VILI2_ARATH	0.637564475	4	4	0.770642271	3	3
VILI3_ARATH	0.646931779	1	1	0.144856247	2	2
VILI4_ARATH	0.218841318	7	7	0.430972581	10	10
VILI5_ARATH	0.32085202	4	4	0.918267255	1	1
VIP1_ARATH	0.417220336	3	3	0.364921529	4	4
VIP1_DROME	0.243589443	1	1	NA	NA	NA
VIP1_HUMAN	0.743659017	3	3	0.584353417	1	1
VIP1_MOUSE	0.316362011	1	1	NA	NA	NA
VIP1_YEAST	0.812595542	1	1	NA	NA	NA
VIP2_NICBE	0.275595831	8	8	0.151530842	6	6
VIP3_ARATH	1	1	1	0.551767768	1	1
VIP4_ARATH	0.504170392	4	4	0.410774892	1	1
VIP5_ARATH	0.127065357	5	5	0.798637466	4	4
VIP6_ARATH	0.563111175	6	6	0.368548572	8	8
VIR_DROME	0.537339335	2	2	NA	NA	NA
VIT11_ORYSJ	0.37219907	3	3	NA	NA	NA
VITH5_ORYSJ	0.758489842	1	1	NA	NA	NA
VOZ1_ARATH	0.205620072	11	11	0.471375992	6	6
VP13A_DICDI	0.719832663	1	1	0.793626534	1	1
VP13B_DICDI	0.885888318	1	1	NA	NA	NA
VP13C_HUMAN	0.767460717	1	1	0.740800303	2	2
VP13C_MOUSE	0.921257264	1	1	0.665515954	2	2
VP13D_DICDI	0.544025814	2	2	0.220354049	2	2
VP13E_DICDI	0.121857622	1	1	NA	NA	NA
VP13F_DICDI	0.153396543	2	2	0.712539188	2	2
VP202_ARATH	0.549563522	1	1	0.967655566	2	2
VP221_ARATH	0.24924373	4	4	0.033679675	6	6
VP241_ARATH	0.324823433	4	4	0.954355467	1	1
VP242_ARATH	0.118690878	2	2	0.23687892	4	4
VP26A_ARATH	0.31161019	3	3	0.395353254	1	1
VP321_ARATH	0.276859879	9	9	0.294609108	7	7
VP322_ARATH	0.136197537	3	3	0.836334191	1	1
VP35A_ARATH	0.1734219	2	2	0.001780166	2	2
VP35B_ARATH	0.05425603	11	11	0.647417014	2	2
VP371_ARATH	0.147098252	3	3	0.170206674	4	4
VP372_ARATH	0.089330307	1	1	NA	NA	NA
VP52A_ARATH	0.231712543	4	4	0.539158134	3	3
VP52B_ARATH	0.961926754	1	1	NA	NA	NA
VP53A_ARATH	0.785425696	1	1	0.643304457	5	5
VPE_VICSA	0.314495866	2	2	NA	NA	NA
VPE1_ORYSI	0.416971075	1	1	NA	NA	NA
VPE1_ORYSJ	0.367190021	7	7	0.021690559	7	7
VPE1_PHAVU	0.188140028	6	6	0.06539693	5	5
VPS11_ARATH	0.330939375	4	4	0.317862855	5	5
VPS13_YEAST	0.884738143	2	2	NA	NA	NA
VPS15_DICDI	0.418211513	6	6	0.345680599	5	5
VPS15_YEAST	0.256078197	1	1	NA	NA	NA
VPS18_DANRE	0.076192959	5	5	0.452289258	2	2
VPS18_MOUSE	1	1	1	0.706171075	1	1
VPS25_ARATH	0.460019192	2	2	0.223174801	3	3
VPS27_USTMA	0.776129665	1	1	NA	NA	NA
VPS29_ARATH	0.342925258	3	3	0.281729084	3	3
VPS2A_ARATH	0.037734573	8	8	0.407431561	6	6
VPS2C_ARATH	0.600403575	2	2	0.184269548	4	4
VPS33_ARATH	0.37737066	3	3	0.403706916	2	2
VPS36_ARATH	0.465585486	3	3	0.180020522	2	2
VPS39_MOUSE	0.589782618	2	2	0.740124688	2	2
VPS4_ARATH	0.268049173	3	3	0.664856344	2	2
VPS41_SOLLC	0.804159911	3	3	0.176356705	6	6
VPS45_ARATH	0.452101658	2	2	0.800284972	1	1
VPS50_RAT	0.762424966	1	1	0.935271221	1	1
VPS51_DANRE	0.897349506	1	1	0.893699593	1	1
VPS51_DICDI	0.940410899	1	1	NA	NA	NA
VPS51_DROME	0.473006972	2	2	0.694913152	1	1
VPS54_ARATH	0.475753686	4	4	0.098314309	9	9
VPS8_HUMAN	0.166315333	1	1	0.853936154	1	1
VPS8_MOUSE	0.611495953	3	3	0.892506407	1	1
VPS9A_ARATH	0.673249543	2	2	0.433214746	3	3
VQ4_ARATH	0.346238316	2	2	0.650885476	2	2
VSP1_ARATH	0.535153098	1	1	NA	NA	NA
VSP55_ARATH	0.161191391	6	6	0.385638093	7	7
VSPA_SOYBN	0.557232187	2	2	0.256475712	2	2
VSPB_SOYBN	0.356393418	1	1	NA	NA	NA
VSR1_ARATH	0.111959328	5	5	0.162784253	6	6
VSR3_ARATH	0.563054717	2	2	0.347589492	3	3
VSR4_ARATH	0.848214587	1	1	NA	NA	NA
VSR6_ARATH	0.34442526	2	2	0.423890746	2	2
VSR7_ARATH	0.726700086	1	1	0.355904491	1	1
VTI11_ARATH	0.554269799	2	2	0.357886942	1	1
VTI13_ARATH	0.315407218	5	5	0.438125365	4	4
WAK2_ARATH	0.211994253	9	9	0.207390951	4	4
WAK3_ARATH	0.013477351	11	11	0.663132255	2	2
WAK4_ARATH	0.786680386	2	2	NA	NA	NA
WAK5_ARATH	0.295438441	11	11	0.023754677	7	7
WAKLA_ARATH	0.657626374	2	2	NA	NA	NA
WAKLB_ARATH	0.63748556	1	1	0.767157806	2	2
WAKLE_ARATH	0.072925396	1	1	0.719579958	3	3
WAKLF_ARATH	0.843696896	1	1	NA	NA	NA
WAKLG_ARATH	0.756630335	2	2	NA	NA	NA
WAKLH_ARATH	0.569542073	1	1	0.25641554	3	3
WAKLI_ARATH	0.752716591	3	3	0.272407371	2	2
WAKLL_ARATH	0.445001488	1	1	NA	NA	NA
WAKLO_ARATH	0.832099244	2	2	NA	NA	NA
WAP_ARATH	0.367411078	4	4	0.558055472	3	3
WAP_SOLLC	0.391043575	7	7	0.025510038	5	5
WASH7_DICDI	0.258278051	4	4	0.615257292	1	1
WASH7_HUMAN	0.697867258	2	2	NA	NA	NA
WAT1_SCHPO	0.731381165	2	2	NA	NA	NA
WBC30_ARATH	0.557123782	1	1	NA	NA	NA
WBP4_CHICK	0.58295539	2	2	0.620565288	1	1
WBS22_MOUSE	0.526221728	2	2	0.715875649	1	1
WD66_PHYPO	0.935093551	1	1	0.96852973	1	1
WD82B_XENLA	0.601895512	3	3	0.974880568	1	1
WDL1_ARATH	0.696380626	1	1	0.529419169	2	2
WDR11_HUMAN	0.254038189	1	1	NA	NA	NA
WDR11_MOUSE	0.69516436	1	1	NA	NA	NA
WDR12_MOUSE	0.811471144	1	1	NA	NA	NA
WDR13_PANTR	0.74737066	2	2	NA	NA	NA
WDR20_HUMAN	0.536857205	1	1	0.426915203	2	2
WDR20_MOUSE	0.055224842	3	3	NA	NA	NA
WDR26_XENTR	0.799560367	2	2	0.42711555	2	2
WDR3_DICDI	0.307231116	1	1	0.233769604	1	1
WDR36_HUMAN	0.205167444	4	4	NA	NA	NA
WDR4_DICDI	0.802561026	1	1	1	1	1
WDR44_BOVIN	0.127835725	2	2	0.909428151	1	1
WDR44_HUMAN	0.67950257	1	1	NA	NA	NA
WDR44_MOUSE	0.163425323	2	2	NA	NA	NA
WDR44_RAT	0.354897273	3	3	NA	NA	NA
WDR48_CHICK	0.650849575	1	1	0.341924246	2	2
WDR48_HUMAN	0.675350944	1	1	NA	NA	NA
WDR48_MACFA	0.531442738	2	2	NA	NA	NA
WDR48_MOUSE	0.082842197	1	1	0.783829003	1	1
WDR48_XENTR	0.99547554	1	1	NA	NA	NA
WDR53_BOVIN	0.260838794	1	1	0.316189091	2	2
WDR55_ARATH	0.561215333	3	3	0.45464298	1	1
WDR5B_ARATH	0.454057327	1	1	NA	NA	NA
WDR70_XENTR	0.761938297	2	2	0.29230009	2	2
WDR74_BOVIN	0.405369207	1	1	0.808970532	1	1
WDR75_DANRE	0.795450048	1	1	NA	NA	NA
WDR82_DROME	0.689832761	4	4	0.599617426	1	1
WDR83_HUMAN	0.970268416	1	1	0.686587343	1	1
WDR83_XENLA	0.857077666	1	1	NA	NA	NA
WDR83_XENTR	0.682466626	1	1	NA	NA	NA
WDR89_DICDI	0.752285547	1	1	0.83696728	2	2
WDR89_MOUSE	0.25706281	1	1	NA	NA	NA
WDR91_DANRE	0.289991005	1	1	NA	NA	NA
WDR91_DICDI	0.352361412	1	1	NA	NA	NA
WDTC1_MOUSE	0.345301381	2	2	0.135396643	4	4
WEB1_ARATH	0.016863203	15	15	0.253038109	7	7
WEE1_ORYSJ	1	1	1	NA	NA	NA
WEL1_ARATH	0.219637738	1	1	NA	NA	NA
WEX_ARATH	0.204216593	3	3	0.051650951	2	2
WHI4_YEAST	0.72684996	1	1	NA	NA	NA
WHY1_MAIZE	0.119027213	4	4	1	1	1
WHY2_ARATH	0.877717992	1	1	NA	NA	NA
WIT1_ARATH	0.309770651	5	5	0.530977123	2	2
WLI2A_ARATH	0.337580459	5	5	0.502993622	2	2
WLI2B_ARATH	0.408492943	1	1	NA	NA	NA
WLIM1_ARATH	0.372412598	1	1	0.617147995	1	1
WNK1_ARATH	0.640712567	1	1	NA	NA	NA
WNK1_ORYSI	0.478448151	3	3	0.277809252	6	6
WNK1_ORYSJ	0.618393007	7	7	0.503866851	3	3
WNK2_ORYSJ	0.699950188	1	1	NA	NA	NA
WNK3_ORYSJ	0.380734257	2	2	0.135327572	5	5
WNK4_ORYSJ	0.29522004	3	3	0.472242663	4	4
WNK7_ORYSJ	0.516836659	4	4	0.229775592	6	6
WNK8_ORYSJ	0.546737453	3	3	0.304217971	3	3
WOX8_ORYSJ	0.523518408	3	3	0.888807158	1	1
WRK11_ARATH	0.045952278	5	5	0.342565073	6	6
WRK16_ARATH	0.24563981	3	3	NA	NA	NA
WRK18_ARATH	0.47974688	1	1	0.348570729	4	4
WRK19_ARATH	0.07289845	27	27	0.02198103	43	43
WRK28_ARATH	1	1	1	1	1	1
WRK32_ARATH	0.9518413	1	1	NA	NA	NA
WRK33_ARATH	0.558679185	5	5	0.153199661	3	3
WRK40_ARATH	0.328313363	2	2	0.214527472	4	4
WRK42_ARATH	0.330581842	1	1	0.266503323	1	1
WRK46_ARATH	0.833507052	1	1	0.474570346	2	2
WRK46_HORVU	0.371917385	5	5	0.055403284	7	7
WRK50_ARATH	0.615333088	2	2	0.536614566	1	1
WRK53_ARATH	0.897070817	1	1	0.651707034	1	1
WRK54_ARATH	0.077455431	1	1	0.041652552	1	1
WRK58_ARATH	0.842498653	1	1	NA	NA	NA
WRK65_ARATH	0.232299884	4	4	0.51698376	2	2
WRK67_ARATH	0.480540646	2	2	1	1	1
WRK70_ARATH	0.082466387	6	6	0.217190984	3	3
WRKY1_ARATH	0.262242862	1	1	NA	NA	NA
WRKY1_MAIZE	0.113467429	6	6	0.148387174	5	5
WRKY2_ARATH	0.805070608	2	2	0.903054108	1	1
WRKY3_ARATH	0.129555527	4	4	0.810912215	3	3
WSD1_ARATH	0.108531896	12	12	0.072078637	9	9
WSS1_YEAST	1	1	1	0.863098216	1	1
WTR14_ARATH	0.066950161	1	1	0.106370959	3	3
WTR16_ARATH	0.371271605	2	2	0.278771508	2	2
WTR17_ARATH	0.597868428	2	2	0.544720116	1	1
WTR24_ARATH	0.21339885	3	3	NA	NA	NA
WTR25_ARATH	0.286292474	1	1	0.860766324	2	2
WTR29_ARATH	0.193845619	1	1	0.558420994	1	1
WTR31_ARATH	0.798904285	1	1	0.828019552	1	1
WTR36_ARATH	0.911961104	1	1	NA	NA	NA
WTR37_ARATH	0.291190886	2	2	0.920089844	1	1
WTR38_ARATH	0.170423976	5	5	0.388312793	1	1
WTR43_ARATH	0.528211881	11	11	0.022416623	12	12
WTR45_ARATH	0.295164441	3	3	0.425294586	4	4
WTR5_ARATH	0.95338616	2	2	0.256346332	1	1
WTR8_ARATH	0.437290623	1	1	NA	NA	NA
WUN1_SOLTU	0.383123105	4	4	0.266311423	3	3
WVD2_ARATH	0.278803492	8	8	0.757016237	3	3
WWOX_HUMAN	0.694180224	1	1	0.867363969	1	1
XB3_ORYSJ	0.357251752	4	4	0.506535391	2	2
XB32_ORYSJ	0.230316265	4	4	0.358635338	3	3
XB33_ORYSJ	0.295494799	9	9	0.001019532	7	7
XB34_ORYSJ	0.188194542	5	5	0.032652137	7	7
XB35_ORYSJ	0.287623836	1	1	1	1	1
XB36_ORYSJ	0.020889901	5	5	0.534436039	3	3
XCT_ORYSJ	0.229619668	3	3	0.671089694	4	4
XDH_ORYSJ	0.005757892	10	10	0.460655783	6	6
XERIC_ARATH	0.048838814	4	4	0.585149992	2	2
XG113_ARATH	0.804931445	3	3	0.649670289	3	3
XLG1_ARATH	0.179718948	8	8	0.194849685	5	5
XLG2_ARATH	0.143176839	1	1	NA	NA	NA
XLG3_ARATH	0.034485628	15	15	0.006871014	9	9
XPB1_ARATH	0.947207781	1	1	0.522438464	3	3
XPB2_ARATH	0.409823898	4	4	0.11967425	3	3
XPF_ARATH	0.240716116	6	6	0.437820994	5	5
XPO1A_ARATH	0.04633578	17	17	0.215674683	12	12
XPO1B_ARATH	0.917656346	1	1	0.853377741	2	2
XPO2_ARATH	0.041390118	7	7	0.855154366	3	3
XPO4_HUMAN	0.936593669	1	1	NA	NA	NA
XPO4_MOUSE	1	1	1	0.897620936	1	1
XPO7_CHICK	0.473150156	2	2	0.915809055	1	1
XPO7A_XENLA	0.135582976	3	3	0.632012132	1	1
XPOT_ORYSJ	0.372382559	4	4	0.34695561	2	2
XPP1_MOUSE	0.211620748	1	1	NA	NA	NA
XPP1_RAT	1	1	1	NA	NA	NA
XPP3_RAT	0.523527443	3	3	0.326486334	1	1
XRCC1_ARATH	0.432553565	3	3	NA	NA	NA
XRCC2_ARATH	0.853668101	1	1	NA	NA	NA
XRCC4_ARATH	0.166695481	3	3	NA	NA	NA
XRI1_ARATH	0.121779489	2	2	NA	NA	NA
XRN2_ARATH	0.585350161	6	6	NA	NA	NA
XRN2_PONAB	0.233331308	1	1	NA	NA	NA
XRN3_ARATH	0.11949515	11	11	0.34743741	8	8
XRN4_ARATH	0.075053437	6	6	0.554742496	4	4
XTH22_ARATH	0.029119103	1	1	0.640858455	2	2
XTH23_ARATH	0.013823202	2	2	0.306790315	3	3
XTH24_ARATH	0.771815096	1	1	0.685041631	1	1
XTH27_ARATH	0.229131282	1	1	NA	NA	NA
XTH28_ARATH	0.037831187	5	5	0.024296183	3	3
XTH30_ARATH	0.239051869	3	3	0.527127125	2	2
XTH8_ORYSJ	0.04100499	5	5	0.479702762	3	3
XYLA_HORVU	0.062815109	7	7	0.154660369	6	6
XYLB_BOVIN	0.434092214	3	3	0.767227121	2	2
XYLL2_ARATH	0.521410545	1	1	0.131423643	3	3
XYLL3_ARATH	0.166523533	6	6	0.697893922	4	4
XYLT_ARATH	0.250816909	3	3	0.318408027	3	3
XYND_GIBZE	0.715607733	1	1	NA	NA	NA
Y0019_DICDI	0.406452881	1	1	NA	NA	NA
Y005_SYNY3	0.63260787	7	7	0.355400417	6	6
Y0111_DICDI	0.760898039	2	2	NA	NA	NA
Y0931_DICDI	0.370727503	1	1	NA	NA	NA
Y1010_HAEIN	0.474820001	1	1	0.547892125	1	1
Y1015_ARATH	0.159398021	10	10	0.09785958	13	13
Y103_SYNY3	0.651917109	2	2	0.560023156	1	1
Y1044_ARATH	0.235747581	8	8	0.339910229	10	10
Y1049_ARATH	0.750665063	4	4	0.753093765	3	3
Y1089_ARATH	0.294174901	5	5	0.611222731	5	5
Y1105_ARATH	0.508532077	1	1	0.770787878	1	1
Y1130_ARATH	0.400785838	2	2	0.247247126	3	3
Y1133_ARATH	1	1	1	0.057527621	1	1
Y1135_ARATH	0.199109948	6	6	0.124940196	3	3
Y1136_ARATH	0.922243085	1	1	NA	NA	NA
Y1137_ARATH	0.230251049	3	3	0.759498797	1	1
Y1141_ARATH	0.568501475	2	2	NA	NA	NA
